id,name,category
mined_materials-type_aluminium_ores_concentrates,Aluminium ores and concentrates,Mined Materials
paper_and_cardboard-type_pulp_and_paper,Pulp and paper,Paper and Cardboard
fuel-type_biodiesel_bio_100-fuel_use_na,Off road biodiesel,Fuel
heat_and_steam-type_steam_hot_water_supply_services,Steam and hot water supply (services),Heat and Steam
arable_farming-type_paddy_rice,Paddy Rice,Arable Farming
mined_materials-type_lignite_brown_coal,Lignite / brown coal,Mined Materials
mined_materials-type_natural_gas_liquids,Natural gas liquids,Mined Materials
other_materials-type_charcoal,Charcoal,Other Materials
electricity-supply_grid-source_supplier_mix_cfe,Electricity supplied from grid (CFE),Electricity
fuel-type_lng-fuel_use_na,Liquefied natural gas LNG,Fuel
electricity-supply_grid-source_geothermal,Electricity generated from geothermal,Electricity
fuel-type_cng-fuel_use_na,Compressed natural gas CNG,Fuel
fuel-type_marine_gas_oil-fuel_use_na,Marine gas oil,Fuel
fuel-type_residual_fuel_oil-fuel_use_na,Processed fuel oils - residual oil,Fuel
other_materials-type_bkb_peat_briquettes,Bkb/peat briquettes,Other Materials
heat_and_steam-type_district,District heating,Heat and Steam
electricity-supply_grid-source_residual_mix-supplier_duke_energy_corporation,Electricity supplied from grid - residual mix - supplier Duke Energy Corporation,Electricity
electricity-supply_grid-source_supplier_mix-supplier_duke_energy_corporation,Electricity supplied from grid - supplier Duke Energy Corporation,Electricity
fuel-type_biodiesel_hvo_bio_100-fuel_use_na,Biodiesel HVO,Fuel
fuel-type_biodiesel_me_bio_100-fuel_use_na,Biodiesel ME,Fuel
fuel-type_biodiesel_me_tallow_bio_100-fuel_use_na,Biodiesel ME from tallow,Fuel
fuel-type_biodiesel_me_uco_bio_100-fuel_use_na,Biodiesel ME from used cooking oil,Fuel
fuel-type_biopropane_bio_100-fuel_use_na,Biopropane,Fuel
fuel-type_burning_oil-fuel_use_na,Burning oil,Fuel
fuel-type_butane-fuel_use_na,Butane,Fuel
fuel-type_distillate_fuel_oil-fuel_use_na,Processed fuel oils - distillate oil,Fuel
fuel-type_fuel_oil-fuel_use_na,Fuel oil,Fuel
fuel-type_gas_oil-fuel_use_na,Gas oil,Fuel
fuel-type_lubricants-fuel_use_na,Lubricants,Fuel
fuel-type_other_petroleum_gas-fuel_use_na,Other petroleum gas,Fuel
fuel-type_propane-fuel_use_na,Propane,Fuel
fuel-type_coal_coking-fuel_use_na,Coking coal,Fuel
fuel-type_waste_oils-fuel_use_na,Waste oils,Fuel
mined_materials-type_copper,Copper mining,Mined Materials
other_materials-type_peat,Peat,Other Materials
mined_materials-type_iron,Iron mining,Mined Materials
fuel-type_biodiesel_bio_100-fuel_use_stationary,Biodiesel - 100%,Fuel
fuel-type_ethanol_bio_100-fuel_use_stationary,Ethanol - 100%,Fuel
fuel-type_marine_fuel_oil-fuel_use_na,Marine fuel oil,Fuel
mined_materials-type_anthracite,Coal - anthracite,Mined Materials
mined_materials-type_bauxite,Bauxite mining,Mined Materials
mined_materials-type_other_hydrocarbons,Other hydrocarbons,Mined Materials
mined_materials-type_subbituminous_coal,Sub-bituminous coal,Mined Materials
freight_train-route_type_na-fuel_type_na,Rail freight train,Rail Freight
mined_materials-type_patent_fuel,Patent fuel,Mined Materials
fuel-type_agricultural_byproducts_bio_100-fuel_use_stationary,Agricultural byproducts,Fuel
fuel-type_diesel_development_bio_average-fuel_use_na,Development Diesel,Fuel
fuel-type_landfill_gas_bio_100-fuel_use_stationary,Landfill gas,Fuel
fuel-type_methanol_bio_100-fuel_use_na,Methanol - bio (gross CV),Fuel
fuel-type_other_biomass_gases_bio_100-fuel_use_stationary,Other biomass gases,Fuel
fuel-type_petrol_development_bio_average-fuel_use_na,Development Petrol,Fuel
fuel-type_refinery_misc-fuel_use_na,Refinery miscellaneous,Fuel
fuel-type_rendered_animal_fat_bio_100-fuel_use_stationary,Rendered animal fat,Fuel
fuel-type_vegetable_oil_bio_100-fuel_use_stationary,Vegetable oil,Fuel
fuel-type_wood_and_wood_residuals_bio_100-fuel_use_stationary,Wood and wood residuals,Fuel
mined_materials-type_uranium_thorium_ores,Uranium and thorium ores,Mined Materials
passenger_vehicle-vehicle_type_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (average) - Passenger vehicles,Vehicles
electricity-supply_grid-source_residual_mix-supplier_algonquin_power_and_utilities_corp_liberty_utilities,Electricity supplied from grid - residual mix - supplier Algonquin Power & Utilities Corp. Liberty Utilities,Electricity
electricity-supply_grid-source_residual_mix-supplier_xcel_energy_northern_states_power_company,Electricity supplied from grid - residual mix - supplier Xcel Energy Northern States Power Company,Electricity
electricity-supply_grid-source_supplier_mix-supplier_algonquin_power_and_utilities_corp_liberty_utilities,Electricity supplied from grid - supplier Algonquin Power & Utilities Corp. Liberty Utilities,Electricity
electricity-supply_grid-source_supplier_mix-supplier_xcel_energy_northern_states_power_company,Electricity supplied from grid - supplier Xcel Energy Northern States Power Company,Electricity
fuel-type_coal-fuel_use_domestic,Coal - domestic,Fuel
fuel-type_coal-fuel_use_industrial,Coal - industrial,Fuel
passenger_vehicle-vehicle_type_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (average) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_local_bus-fuel_source_na-distance_na-engine_size_na,Local London Bus,Road Travel
fuel-type_coal-fuel_use_electricity_generation,Coal - electricity generation,Fuel
fuel-type_coal_home_produced-fuel_use_electricity_generation,Coal - electricity generation - home produced coal only,Fuel
fuel-type_peat_bio_100-fuel_use_stationary,Peat,Fuel
passenger_train-route_type_na-fuel_source_electricity,Electric passenger train,Rail Travel
passenger_vehicle-vehicle_type_dual_purpose_4x4_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (dual-purpose 4X4) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_executive_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (executive) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_large_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (large) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_lower_medium_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (lower medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_luxury_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (luxury) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_medium_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_mini_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (mini) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_mpv_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (MPV) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_small_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (small) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_sports_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (sports) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_supermini_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (supermini) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_upper_medium_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (upper medium) - Passenger vehicles,Vehicles
fuel-type_gasoline_jet-fuel_use_aviation,Gasoline-type jet fuel,Fuel
fuel-type_aviation_turbine_fuel-fuel_use_stationary,Kerosene-type jet fuel,Fuel
fuel-type_landfill_gas_bio_100_net-fuel_use_na,Landfill gas (net CV),Fuel
passenger_vehicle-vehicle_type_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Passenger car,Vehicles
electricity-supply_grid-source_solar_thermal,Electricity generated from solar thermal,Electricity
fuel-type_aviation_gasoline-fuel_use_stationary,Aviation gasoline,Fuel
fuel-type_biogas_bio_100_net-fuel_use_na,Biogas (net CV),Fuel
fuel-type_distillate_fuel_oil_no.2-fuel_use_stationary,Distillate fuel oil no. 2,Fuel
fuel-type_kerosene-fuel_use_stationary,Kerosene,Fuel
fuel-type_lpg-fuel_use_stationary,Liquefied petroleum gas LPG,Fuel
fuel-type_motor_gasoline-fuel_use_stationary,Motor gasoline,Fuel
fuel-type_naphtha-fuel_use_stationary,Naphtha - <401 deg F,Fuel
fuel-type_petroleum_coke-fuel_use_stationary,Petroleum coke  - solid,Fuel
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,General cargo (average),Sea Freight
electricity-supply_grid-source_residual_mix-supplier_american_electric_power_southwestern_electric_power_company,Electricity supplied from grid - residual mix - supplier American Electric Power Southwestern Electric power Company,Electricity
electricity-supply_grid-source_residual_mix-supplier_avista_corporation_avista_utilities,Electricity supplied from grid - residual mix - supplier Avista Corporation Avista Utilities,Electricity
electricity-supply_grid-source_supplier_mix-supplier_american_electric_power_southwestern_electric_power_company,Electricity supplied from grid - supplier American Electric Power Southwestern Electric power Company,Electricity
electricity-supply_grid-source_supplier_mix-supplier_avista_corporation_avista_utilities,Electricity supplied from grid - supplier Avista Corporation Avista Utilities,Electricity
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_100,Road freight diesel articulated HGV (>3.5 - 33t) 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_50,Road freight diesel articulated HGV (>3.5 - 33t) 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_100,Road freight diesel articulated HGV (>33t) 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_50,Road freight diesel articulated HGV (>33t) 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid-fuel_source_diesel-vehicle_weight_gt_17t-percentage_load_100,Road freight diesel rigid HGV (>17t) 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid-fuel_source_diesel-vehicle_weight_gt_17t-percentage_load_50,Road freight diesel rigid HGV (>17t) 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_7.5t-percentage_load_100,Road freight diesel rigid HGV (>3.5 - 7.5 t) 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_7.5t-percentage_load_50,Road freight diesel rigid HGV (>3.5 - 7.5 t) 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid-fuel_source_diesel-vehicle_weight_gt_7.5t_lt_17t-percentage_load_100,Road freight diesel rigid HGV (>7.5 t-17 t) 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid-fuel_source_diesel-vehicle_weight_gt_7.5t_lt_17t-percentage_load_50,Road freight diesel rigid HGV (>7.5 t-17 t) 50% laden,Road Freight
fuel-type_aviation_turbine_fuel_renewable_bio_average-fuel_use_mobile_aviation,Aviation turbine fuel - renewable,Fuel
fuel-type_biodiesel_hvo_bio_100_net-fuel_use_na,Biodiesel HVO (net CV),Fuel
fuel-type_biodiesel_me_bio_100_net-fuel_use_na,Biodiesel ME (net CV),Fuel
fuel-type_biodiesel_me_tallow_bio_100_net-fuel_use_na,Biodiesel ME from tallow (net CV),Fuel
fuel-type_biodiesel_me_uco_bio_100_net-fuel_use_na,Biodiesel ME from used cooking oil (net CV),Fuel
fuel-type_biogas_bio_100-fuel_use_na,Biogas,Fuel
fuel-type_biopetrol_bio_100-fuel_use_na,Bio Petrol,Fuel
fuel-type_biopropane_bio_100_net-fuel_use_na,Biopropane (net CV),Fuel
fuel-type_diesel_bio_average_net-fuel_use_na,Diesel - average biofuel blend (net CV),Fuel
fuel-type_ethanol_bio_100_net-fuel_use_na,Bioethanol (net CV),Fuel
fuel-type_grass_straw_bio_100-fuel_use_na,Grass / straw,Fuel
fuel-type_grass_straw_bio_100_net-fuel_use_na,Grass / straw (net CV),Fuel
fuel-type_marine_diesel_oil-fuel_use_na,Marine diesel oil,Fuel
fuel-type_motor_gasoline_bio_average_net-fuel_use_na,Petrol - average biofuel blend  (net CV),Fuel
fuel-type_natural_gas_net-fuel_use_heat_supply,Natural gas (net CV),Fuel
fuel-type_oil-fuel_use_heat_supply,Oil,Fuel
fuel-type_petrol_renewable_bio_average-fuel_use_na,Renewable petrol,Fuel
fuel-type_wood_chips_bio_100-fuel_use_na,Wood chips,Fuel
fuel-type_wood_chips_bio_100_net-fuel_use_na,Wood chips (net CV),Fuel
fuel-type_wood_logs_bio_100-fuel_use_na,Wood logs,Fuel
fuel-type_wood_logs_bio_100_net-fuel_use_na,Wood logs (net CV),Fuel
fuel-type_wood_pellets_bio_100-fuel_use_na,Wood pellets,Fuel
